RegionID,Zipcode,City,State,Metro,CountyName,Year,1Yr-Perc-Chg,lat,lon
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-5.6521739129999995,37.633821999999995,-122.057202
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2012,2.073732719,37.633821999999995,-122.057202
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2013,11.45598194,37.633821999999995,-122.057202
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2014,10.683544300000001,37.633821999999995,-122.057202
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2015,11.66514181,37.633821999999995,-122.057202
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2016,7.3740270379999995,37.633821999999995,-122.057202
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2017,5.150705837,37.633821999999995,-122.057202
97751,94544,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2018,0.725689405,37.633821999999995,-122.057202
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-4.2505592839999995,37.673945,-122.08482099999999
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2012,4.4976635510000005,37.673945,-122.08482099999999
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2013,8.16098379,37.673945,-122.08482099999999
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2014,13.54005168,37.673945,-122.08482099999999
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2015,11.19708694,37.673945,-122.08482099999999
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2016,8.55505526,37.673945,-122.08482099999999
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2017,3.657616893,37.673945,-122.08482099999999
97748,94541,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2018,0.800291015,37.673945,-122.08482099999999
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-6.08528989,37.501368,-121.956753
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2012,7.602040816000001,37.501368,-121.956753
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2013,8.202939782,37.501368,-121.956753
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2014,12.00701139,37.501368,-121.956753
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2015,13.81064163,37.501368,-121.956753
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2016,2.646957717,37.501368,-121.956753
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2017,3.215003349,37.501368,-121.956753
97745,94538,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-2.595717067,37.501368,-121.956753
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-1.5456674469999998,37.603155,-122.018639
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2012,3.282588011,37.603155,-122.018639
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2013,8.060801474,37.603155,-122.018639
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2014,8.141517477,37.603155,-122.018639
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2015,14.34765471,37.603155,-122.018639
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2016,3.205791107,37.603155,-122.018639
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2017,4.241816967,37.603155,-122.018639
97792,94587,Union City,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.576738225,37.603155,-122.018639
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2011,1.9195612430000002,37.715246,-121.91469099999999
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2012,3.856502242,37.715246,-121.91469099999999
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2013,9.32642487,37.715246,-121.91469099999999
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2014,10.74249605,37.715246,-121.91469099999999
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2015,11.55492154,37.715246,-121.91469099999999
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2016,1.79028133,37.715246,-121.91469099999999
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2017,1.287688442,37.715246,-121.91469099999999
97774,94568,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.9302325579999999,37.715246,-121.91469099999999
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,18.6122449,37.82935,-122.203507
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-7.192016517999999,37.82935,-122.203507
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,0.22246941,37.82935,-122.203507
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,33.70329264,37.82935,-122.203507
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,12.47924737,37.82935,-122.203507
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,4.969249692,37.82935,-122.203507
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,-4.593391141000001,37.82935,-122.203507
97813,94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-5.502333579,37.82935,-122.203507
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2011,3.987313095,37.519983,-121.57559499999999
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2012,2.65795207,37.519983,-121.57559499999999
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2013,4.966044143,37.519983,-121.57559499999999
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2014,10.87747675,37.519983,-121.57559499999999
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2015,9.773887672999999,37.519983,-121.57559499999999
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2016,4.019933555,37.519983,-121.57559499999999
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2017,3.0980517410000004,37.519983,-121.57559499999999
97757,94550,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.433705081,37.519983,-121.57559499999999
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-7.769556025,37.713275,-122.16735
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2012,4.985673352,37.713275,-122.16735
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2013,7.041484716,37.713275,-122.16735
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2014,14.38041815,37.713275,-122.16735
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2015,10.16495765,37.713275,-122.16735
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2016,11.29097531,37.713275,-122.16735
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2017,3.236363636,37.713275,-122.16735
97783,94577,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.281789362,37.713275,-122.16735
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-3.7699371680000002,37.717276,-122.08195800000001
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2012,8.437970868999999,37.717276,-122.08195800000001
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2013,6.438165818,37.717276,-122.08195800000001
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2014,7.528285466,37.717276,-122.08195800000001
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2015,12.46458924,37.717276,-122.08195800000001
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2016,5.073767542,37.717276,-122.08195800000001
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2017,3.116438356,37.717276,-122.08195800000001
97753,94546,Castro Valley,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.332115576,37.717276,-122.08195800000001
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2011,11.68032787,37.516898,-121.91175
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-2.44648318,37.516898,-121.91175
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2013,6.269592476000001,37.516898,-121.91175
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2014,21.56342183,37.516898,-121.91175
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2015,11.33220092,37.516898,-121.91175
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2016,1.41673932,37.516898,-121.91175
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2017,-3.8899634639999996,37.516898,-121.91175
97746,94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-3.734347048,37.516898,-121.91175
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-5.016910936,37.761408,-122.150198
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-0.118694362,37.761408,-122.150198
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,8.556149733,37.761408,-122.150198
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,14.06677614,37.761408,-122.150198
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,15.49904031,37.761408,-122.150198
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,14.87328625,37.761408,-122.150198
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,5.388788427000001,37.761408,-122.150198
97807,94605,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.5490734389999999,37.761408,-122.150198
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2011,11.54159869,37.648373,-121.84996399999999
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2012,3.9488117,37.648373,-121.84996399999999
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2013,0.668308125,37.648373,-121.84996399999999
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2014,17.22571628,37.648373,-121.84996399999999
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2015,6.050670641,37.648373,-121.84996399999999
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2016,3.091624508,37.648373,-121.84996399999999
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2017,-1.281352236,37.648373,-121.84996399999999
97772,94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-2.7340513669999997,37.648373,-121.84996399999999
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,2.606310014,37.811277000000004,-122.24270700000001
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,0.579322638,37.811277000000004,-122.24270700000001
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,1.683650864,37.811277000000004,-122.24270700000001
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,40.43572985,37.811277000000004,-122.24270700000001
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,7.074154514,37.811277000000004,-122.24270700000001
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,0.17386264899999998,37.811277000000004,-122.24270700000001
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,1.677755279,37.811277000000004,-122.24270700000001
97812,94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-3.129445235,37.811277000000004,-122.24270700000001
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-2.1669853409999997,37.775545,-122.218705
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,2.5407166119999998,37.775545,-122.218705
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,4.764930113999999,37.775545,-122.218705
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,13.159490599999998,37.775545,-122.218705
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,22.24008574,37.775545,-122.218705
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,18.14993424,37.775545,-122.218705
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,7.0500927639999995,37.775545,-122.218705
97803,94601,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-1.871750433,37.775545,-122.218705
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-11.28205128,37.791887,-122.24533400000001
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,2.055234425,37.791887,-122.24533400000001
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,8.684707363,37.791887,-122.24533400000001
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,17.54487551,37.791887,-122.24533400000001
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,24.43349754,37.791887,-122.24533400000001
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,11.40142518,37.791887,-122.24533400000001
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,3.589196873,37.791887,-122.24533400000001
97808,94606,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-2.332761578,37.791887,-122.24533400000001
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-2.921348315,37.836844,-122.289143
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-2.430555556,37.836844,-122.289143
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,12.39620403,37.836844,-122.289143
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,26.43799472,37.836844,-122.289143
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,21.32721202,37.836844,-122.289143
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,1.203990368,37.836844,-122.289143
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,2.2093813730000003,37.836844,-122.289143
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-1.96208846,37.836844,-122.289143
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-0.82484231,37.750465999999996,-121.749202
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2012,3.767123288,37.750465999999996,-121.749202
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2013,9.570957096,37.750465999999996,-121.749202
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2014,7.487091222,37.750465999999996,-121.749202
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2015,11.80944756,37.750465999999996,-121.749202
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2016,4.940923738,37.750465999999996,-121.749202
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2017,2.081200955,37.750465999999996,-121.749202
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.969251337,37.750465999999996,-121.749202
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-4.121964992,37.706434,-122.125302
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2012,6.065959952999999,37.706434,-122.125302
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2013,6.885063852999999,37.706434,-122.125302
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2014,9.766233766000001,37.706434,-122.125302
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2015,14.71840984,37.706434,-122.125302
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2016,8.127062706,37.706434,-122.125302
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2017,6.295307135,37.706434,-122.125302
97784,94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.7537688440000001,37.706434,-122.125302
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-5.394990366,37.504514,-122.03291599999999
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2012,5.142566191,37.504514,-122.03291599999999
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2013,8.329297821,37.504514,-122.03291599999999
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2014,12.82968261,37.504514,-122.03291599999999
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2015,12.48019017,37.504514,-122.03291599999999
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2016,3.5223670310000004,37.504514,-122.03291599999999
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2017,4.72949983,37.504514,-122.03291599999999
97766,94560,Newark,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-2.274204029,37.504514,-122.03291599999999
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2011,8.659340659,37.840538,-121.89523700000001
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2012,2.2653721680000003,37.840538,-121.89523700000001
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2013,5.419303797,37.840538,-121.89523700000001
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2014,13.92120075,37.840538,-121.89523700000001
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2015,10.11198946,37.840538,-121.89523700000001
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2016,1.7648818430000002,37.840538,-121.89523700000001
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2017,0.7348618459999999,37.840538,-121.89523700000001
97793,94588,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.291800409,37.840538,-121.89523700000001
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-0.377358491,37.804319,-122.207544
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,2.1306818180000002,37.804319,-122.207544
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,2.225312935,37.804319,-122.207544
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,17.14285714,37.804319,-122.207544
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,17.34417344,37.804319,-122.207544
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,3.5301880569999997,37.804319,-122.207544
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,2.5493945190000002,37.804319,-122.207544
97804,94602,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,0.279676818,37.804319,-122.207544
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-6.034482758999999,37.807215,-122.301497
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-0.305810398,37.807215,-122.301497
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,16.93251534,37.807215,-122.301497
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,19.25498426,37.807215,-122.301497
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,25.07699076,37.807215,-122.301497
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,1.4773126980000002,37.807215,-122.301497
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,1.247833622,37.807215,-122.301497
97809,94607,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.821636426,37.807215,-122.301497
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-2.850678733,37.548204999999996,-122.098677
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2012,5.496040987000001,37.548204999999996,-122.098677
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2013,6.887417219,37.548204999999996,-122.098677
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2014,10.69805865,37.548204999999996,-122.098677
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2015,12.35074627,37.548204999999996,-122.098677
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2016,3.8857522419999997,37.548204999999996,-122.098677
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2017,2.014066496,37.548204999999996,-122.098677
97761,94555,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.532748355,37.548204999999996,-122.098677
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-7.712215321,37.605905,-122.126873
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2012,4.991587213,37.605905,-122.126873
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2013,10.84401709,37.605905,-122.126873
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2014,7.469879518,37.605905,-122.126873
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2015,11.07623318,37.605905,-122.126873
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2016,9.608397255,37.605905,-122.126873
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2017,6.298342541,37.605905,-122.126873
97752,94545,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-1.212751213,37.605905,-122.126873
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,4.233067729,37.83439,-122.264372
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-15.52795031,37.83439,-122.264372
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,18.83484163,37.83439,-122.264372
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,24.22655878,37.83439,-122.264372
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,25.24904215,37.83439,-122.264372
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,-2.416641175,37.83439,-122.264372
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,2.163009404,37.83439,-122.264372
97811,94609,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-0.460263885,37.83439,-122.264372
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,8.274398867999999,37.736534999999996,-122.17943999999999
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-1.175702155,37.736534999999996,-122.17943999999999
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,6.411103767,37.736534999999996,-122.17943999999999
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,10.37267081,37.736534999999996,-122.17943999999999
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,16.207090599999997,37.736534999999996,-122.17943999999999
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,18.450363199999998,37.736534999999996,-122.17943999999999
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,5.928045789,37.736534999999996,-122.17943999999999
97805,94603,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,1.81397144,37.736534999999996,-122.17943999999999
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-4.845154845,37.79045,-122.140809
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,-2.9396325460000003,37.79045,-122.140809
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,7.030827474,37.79045,-122.140809
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,20.16169783,37.79045,-122.140809
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2015,12.86795627,37.79045,-122.140809
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2016,11.54992548,37.79045,-122.140809
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2017,3.540414162,37.79045,-122.140809
97820,94619,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2018,-2.548387097,37.79045,-122.140809
97814,94612,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2011,-9.16426513,37.808772,-122.26916499999999
97814,94612,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2012,3.8705583760000004,37.808772,-122.26916499999999
97814,94612,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2013,17.59315822,37.808772,-122.26916499999999
97814,94612,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2014,19.68831169,37.808772,-122.26916499999999
